variant,split,image_id,source_image,image,label,blur_parameters
gaussian_blur,train,img_451c43dce8699840b6d9,train/images/119_jpg.rf.6lHCVWvea4yDhrv27V6V.jpg,detector_data/gaussian_blur/train/images/img_451c43dce8699840b6d9.png,detector_data/gaussian_blur/train/labels/img_451c43dce8699840b6d9.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.511224496106073, ""motion_angle_deg"": 100.67701887082004, ""motion_length_px"": 19}"
clean,train,img_f69918e515cd21c29e8b,train/images/12182_png.rf.evQiUY3bLEMXQsjGfMWQ.png,detector_data/clean/train/images/img_f69918e515cd21c29e8b.png,detector_data/clean/train/labels/img_f69918e515cd21c29e8b.txt,{}
motion_blur,train,img_f69918e515cd21c29e8b,train/images/12182_png.rf.evQiUY3bLEMXQsjGfMWQ.png,detector_data/motion_blur/train/images/img_f69918e515cd21c29e8b.png,detector_data/motion_blur/train/labels/img_f69918e515cd21c29e8b.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.062722057337086, ""motion_angle_deg"": 172.7909972254775, ""motion_length_px"": 17}"
defocus_blur,train,img_f69918e515cd21c29e8b,train/images/12182_png.rf.evQiUY3bLEMXQsjGfMWQ.png,detector_data/defocus_blur/train/images/img_f69918e515cd21c29e8b.png,detector_data/defocus_blur/train/labels/img_f69918e515cd21c29e8b.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.062722057337086, ""motion_angle_deg"": 172.7909972254775, ""motion_length_px"": 17}"
gaussian_blur,train,img_f69918e515cd21c29e8b,train/images/12182_png.rf.evQiUY3bLEMXQsjGfMWQ.png,detector_data/gaussian_blur/train/images/img_f69918e515cd21c29e8b.png,detector_data/gaussian_blur/train/labels/img_f69918e515cd21c29e8b.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.062722057337086, ""motion_angle_deg"": 172.7909972254775, ""motion_length_px"": 17}"
clean,train,img_f7e2f862b0736f7181bf,train/images/12185_png.rf.NyZolIGUf5SevxkEHhdR.png,detector_data/clean/train/images/img_f7e2f862b0736f7181bf.png,detector_data/clean/train/labels/img_f7e2f862b0736f7181bf.txt,{}
motion_blur,train,img_f7e2f862b0736f7181bf,train/images/12185_png.rf.NyZolIGUf5SevxkEHhdR.png,detector_data/motion_blur/train/images/img_f7e2f862b0736f7181bf.png,detector_data/motion_blur/train/labels/img_f7e2f862b0736f7181bf.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 6.051402621611531, ""motion_angle_deg"": 120.65922000848357, ""motion_length_px"": 23}"
defocus_blur,train,img_f7e2f862b0736f7181bf,train/images/12185_png.rf.NyZolIGUf5SevxkEHhdR.png,detector_data/defocus_blur/train/images/img_f7e2f862b0736f7181bf.png,detector_data/defocus_blur/train/labels/img_f7e2f862b0736f7181bf.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 6.051402621611531, ""motion_angle_deg"": 120.65922000848357, ""motion_length_px"": 23}"
gaussian_blur,train,img_f7e2f862b0736f7181bf,train/images/12185_png.rf.NyZolIGUf5SevxkEHhdR.png,detector_data/gaussian_blur/train/images/img_f7e2f862b0736f7181bf.png,detector_data/gaussian_blur/train/labels/img_f7e2f862b0736f7181bf.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 6.051402621611531, ""motion_angle_deg"": 120.65922000848357, ""motion_length_px"": 23}"
clean,train,img_d2499af1e7ce85ffa7ae,train/images/12455_png.rf.Zd86bez1g1i8kIgqMwxA.png,detector_data/clean/train/images/img_d2499af1e7ce85ffa7ae.png,detector_data/clean/train/labels/img_d2499af1e7ce85ffa7ae.txt,{}
motion_blur,train,img_d2499af1e7ce85ffa7ae,train/images/12455_png.rf.Zd86bez1g1i8kIgqMwxA.png,detector_data/motion_blur/train/images/img_d2499af1e7ce85ffa7ae.png,detector_data/motion_blur/train/labels/img_d2499af1e7ce85ffa7ae.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.2949036350256082, ""motion_angle_deg"": 154.28949571387346, ""motion_length_px"": 7}"
defocus_blur,train,img_d2499af1e7ce85ffa7ae,train/images/12455_png.rf.Zd86bez1g1i8kIgqMwxA.png,detector_data/defocus_blur/train/images/img_d2499af1e7ce85ffa7ae.png,detector_data/defocus_blur/train/labels/img_d2499af1e7ce85ffa7ae.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.2949036350256082, ""motion_angle_deg"": 154.28949571387346, ""motion_length_px"": 7}"
gaussian_blur,train,img_d2499af1e7ce85ffa7ae,train/images/12455_png.rf.Zd86bez1g1i8kIgqMwxA.png,detector_data/gaussian_blur/train/images/img_d2499af1e7ce85ffa7ae.png,detector_data/gaussian_blur/train/labels/img_d2499af1e7ce85ffa7ae.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.2949036350256082, ""motion_angle_deg"": 154.28949571387346, ""motion_length_px"": 7}"
clean,train,img_740938774c5dceff983b,train/images/124_jpg.rf.1hO3VS99N33j3DJV2Kbp.jpg,detector_data/clean/train/images/img_740938774c5dceff983b.png,detector_data/clean/train/labels/img_740938774c5dceff983b.txt,{}
motion_blur,train,img_740938774c5dceff983b,train/images/124_jpg.rf.1hO3VS99N33j3DJV2Kbp.jpg,detector_data/motion_blur/train/images/img_740938774c5dceff983b.png,detector_data/motion_blur/train/labels/img_740938774c5dceff983b.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.5502643259937, ""motion_angle_deg"": 36.79572295387819, ""motion_length_px"": 7}"
defocus_blur,train,img_740938774c5dceff983b,train/images/124_jpg.rf.1hO3VS99N33j3DJV2Kbp.jpg,detector_data/defocus_blur/train/images/img_740938774c5dceff983b.png,detector_data/defocus_blur/train/labels/img_740938774c5dceff983b.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.5502643259937, ""motion_angle_deg"": 36.79572295387819, ""motion_length_px"": 7}"
gaussian_blur,train,img_740938774c5dceff983b,train/images/124_jpg.rf.1hO3VS99N33j3DJV2Kbp.jpg,detector_data/gaussian_blur/train/images/img_740938774c5dceff983b.png,detector_data/gaussian_blur/train/labels/img_740938774c5dceff983b.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.5502643259937, ""motion_angle_deg"": 36.79572295387819, ""motion_length_px"": 7}"
clean,train,img_28a518e362bc9cb24217,train/images/12509_png.rf.TIXdYse7lg5jYaOTkTPq.png,detector_data/clean/train/images/img_28a518e362bc9cb24217.png,detector_data/clean/train/labels/img_28a518e362bc9cb24217.txt,{}
motion_blur,train,img_28a518e362bc9cb24217,train/images/12509_png.rf.TIXdYse7lg5jYaOTkTPq.png,detector_data/motion_blur/train/images/img_28a518e362bc9cb24217.png,detector_data/motion_blur/train/labels/img_28a518e362bc9cb24217.txt,"{""defocus_radius_px"": 7, ""gaussian_sigma_px"": 5.771994823259613, ""motion_angle_deg"": 96.47886427998192, ""motion_length_px"": 11}"
defocus_blur,train,img_28a518e362bc9cb24217,train/images/12509_png.rf.TIXdYse7lg5jYaOTkTPq.png,detector_data/defocus_blur/train/images/img_28a518e362bc9cb24217.png,detector_data/defocus_blur/train/labels/img_28a518e362bc9cb24217.txt,"{""defocus_radius_px"": 7, ""gaussian_sigma_px"": 5.771994823259613, ""motion_angle_deg"": 96.47886427998192, ""motion_length_px"": 11}"
gaussian_blur,train,img_28a518e362bc9cb24217,train/images/12509_png.rf.TIXdYse7lg5jYaOTkTPq.png,detector_data/gaussian_blur/train/images/img_28a518e362bc9cb24217.png,detector_data/gaussian_blur/train/labels/img_28a518e362bc9cb24217.txt,"{""defocus_radius_px"": 7, ""gaussian_sigma_px"": 5.771994823259613, ""motion_angle_deg"": 96.47886427998192, ""motion_length_px"": 11}"
clean,train,img_461fafc5a8dc4ff0f573,train/images/127_jpg.rf.kdzqyLsZDAFbq2Hvkfpm.jpg,detector_data/clean/train/images/img_461fafc5a8dc4ff0f573.png,detector_data/clean/train/labels/img_461fafc5a8dc4ff0f573.txt,{}
motion_blur,train,img_461fafc5a8dc4ff0f573,train/images/127_jpg.rf.kdzqyLsZDAFbq2Hvkfpm.jpg,detector_data/motion_blur/train/images/img_461fafc5a8dc4ff0f573.png,detector_data/motion_blur/train/labels/img_461fafc5a8dc4ff0f573.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.38219313979744, ""motion_angle_deg"": 146.22825767513115, ""motion_length_px"": 15}"
defocus_blur,train,img_461fafc5a8dc4ff0f573,train/images/127_jpg.rf.kdzqyLsZDAFbq2Hvkfpm.jpg,detector_data/defocus_blur/train/images/img_461fafc5a8dc4ff0f573.png,detector_data/defocus_blur/train/labels/img_461fafc5a8dc4ff0f573.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.38219313979744, ""motion_angle_deg"": 146.22825767513115, ""motion_length_px"": 15}"
gaussian_blur,train,img_461fafc5a8dc4ff0f573,train/images/127_jpg.rf.kdzqyLsZDAFbq2Hvkfpm.jpg,detector_data/gaussian_blur/train/images/img_461fafc5a8dc4ff0f573.png,detector_data/gaussian_blur/train/labels/img_461fafc5a8dc4ff0f573.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.38219313979744, ""motion_angle_deg"": 146.22825767513115, ""motion_length_px"": 15}"
clean,train,img_06513a5673a4c6419c4e,train/images/12806_png.rf.49hUq66eWoCLmN0G0Me1.png,detector_data/clean/train/images/img_06513a5673a4c6419c4e.png,detector_data/clean/train/labels/img_06513a5673a4c6419c4e.txt,{}
motion_blur,train,img_06513a5673a4c6419c4e,train/images/12806_png.rf.49hUq66eWoCLmN0G0Me1.png,detector_data/motion_blur/train/images/img_06513a5673a4c6419c4e.png,detector_data/motion_blur/train/labels/img_06513a5673a4c6419c4e.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 3.0708584369458163, ""motion_angle_deg"": 115.94812792450531, ""motion_length_px"": 11}"
defocus_blur,train,img_06513a5673a4c6419c4e,train/images/12806_png.rf.49hUq66eWoCLmN0G0Me1.png,detector_data/defocus_blur/train/images/img_06513a5673a4c6419c4e.png,detector_data/defocus_blur/train/labels/img_06513a5673a4c6419c4e.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 3.0708584369458163, ""motion_angle_deg"": 115.94812792450531, ""motion_length_px"": 11}"
gaussian_blur,train,img_06513a5673a4c6419c4e,train/images/12806_png.rf.49hUq66eWoCLmN0G0Me1.png,detector_data/gaussian_blur/train/images/img_06513a5673a4c6419c4e.png,detector_data/gaussian_blur/train/labels/img_06513a5673a4c6419c4e.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 3.0708584369458163, ""motion_angle_deg"": 115.94812792450531, ""motion_length_px"": 11}"
clean,train,img_acc61a4a5e191531eecf,train/images/1313_png.rf.X9QmmNyqVwRxiDa6G27f.png,detector_data/clean/train/images/img_acc61a4a5e191531eecf.png,detector_data/clean/train/labels/img_acc61a4a5e191531eecf.txt,{}
motion_blur,train,img_acc61a4a5e191531eecf,train/images/1313_png.rf.X9QmmNyqVwRxiDa6G27f.png,detector_data/motion_blur/train/images/img_acc61a4a5e191531eecf.png,detector_data/motion_blur/train/labels/img_acc61a4a5e191531eecf.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.159815214265667, ""motion_angle_deg"": 66.70495546036375, ""motion_length_px"": 11}"
defocus_blur,train,img_acc61a4a5e191531eecf,train/images/1313_png.rf.X9QmmNyqVwRxiDa6G27f.png,detector_data/defocus_blur/train/images/img_acc61a4a5e191531eecf.png,detector_data/defocus_blur/train/labels/img_acc61a4a5e191531eecf.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.159815214265667, ""motion_angle_deg"": 66.70495546036375, ""motion_length_px"": 11}"
gaussian_blur,train,img_acc61a4a5e191531eecf,train/images/1313_png.rf.X9QmmNyqVwRxiDa6G27f.png,detector_data/gaussian_blur/train/images/img_acc61a4a5e191531eecf.png,detector_data/gaussian_blur/train/labels/img_acc61a4a5e191531eecf.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.159815214265667, ""motion_angle_deg"": 66.70495546036375, ""motion_length_px"": 11}"
clean,train,img_498c14c6cc55a096b461,train/images/132-jpg_jpg.rf.5PFvjBOEbZmrfgTuG1xi.jpg,detector_data/clean/train/images/img_498c14c6cc55a096b461.png,detector_data/clean/train/labels/img_498c14c6cc55a096b461.txt,{}
motion_blur,train,img_498c14c6cc55a096b461,train/images/132-jpg_jpg.rf.5PFvjBOEbZmrfgTuG1xi.jpg,detector_data/motion_blur/train/images/img_498c14c6cc55a096b461.png,detector_data/motion_blur/train/labels/img_498c14c6cc55a096b461.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 47.601369867893986, ""motion_length_px"": 43}"
defocus_blur,train,img_498c14c6cc55a096b461,train/images/132-jpg_jpg.rf.5PFvjBOEbZmrfgTuG1xi.jpg,detector_data/defocus_blur/train/images/img_498c14c6cc55a096b461.png,detector_data/defocus_blur/train/labels/img_498c14c6cc55a096b461.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 47.601369867893986, ""motion_length_px"": 43}"
gaussian_blur,train,img_498c14c6cc55a096b461,train/images/132-jpg_jpg.rf.5PFvjBOEbZmrfgTuG1xi.jpg,detector_data/gaussian_blur/train/images/img_498c14c6cc55a096b461.png,detector_data/gaussian_blur/train/labels/img_498c14c6cc55a096b461.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 47.601369867893986, ""motion_length_px"": 43}"
clean,train,img_70d41e365b002d57410b,train/images/13273_png.rf.sB4ahDMUJUD412lgluwH.png,detector_data/clean/train/images/img_70d41e365b002d57410b.png,detector_data/clean/train/labels/img_70d41e365b002d57410b.txt,{}
motion_blur,train,img_70d41e365b002d57410b,train/images/13273_png.rf.sB4ahDMUJUD412lgluwH.png,detector_data/motion_blur/train/images/img_70d41e365b002d57410b.png,detector_data/motion_blur/train/labels/img_70d41e365b002d57410b.txt,"{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 3.7648530937833873, ""motion_angle_deg"": 41.56066512079025, ""motion_length_px"": 17}"
defocus_blur,train,img_70d41e365b002d57410b,train/images/13273_png.rf.sB4ahDMUJUD412lgluwH.png,detector_data/defocus_blur/train/images/img_70d41e365b002d57410b.png,detector_data/defocus_blur/train/labels/img_70d41e365b002d57410b.txt,"{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 3.7648530937833873, ""motion_angle_deg"": 41.56066512079025, ""motion_length_px"": 17}"
gaussian_blur,train,img_70d41e365b002d57410b,train/images/13273_png.rf.sB4ahDMUJUD412lgluwH.png,detector_data/gaussian_blur/train/images/img_70d41e365b002d57410b.png,detector_data/gaussian_blur/train/labels/img_70d41e365b002d57410b.txt,"{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 3.7648530937833873, ""motion_angle_deg"": 41.56066512079025, ""motion_length_px"": 17}"
clean,train,img_841aa7bf6cfb5f9a91d5,train/images/1341_png.rf.ucnqoIRcgECrGjgP8yCj.png,detector_data/clean/train/images/img_841aa7bf6cfb5f9a91d5.png,detector_data/clean/train/labels/img_841aa7bf6cfb5f9a91d5.txt,{}
motion_blur,train,img_841aa7bf6cfb5f9a91d5,train/images/1341_png.rf.ucnqoIRcgECrGjgP8yCj.png,detector_data/motion_blur/train/images/img_841aa7bf6cfb5f9a91d5.png,detector_data/motion_blur/train/labels/img_841aa7bf6cfb5f9a91d5.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.1719405610858575, ""motion_angle_deg"": 149.66980867591502, ""motion_length_px"": 7}"
defocus_blur,train,img_841aa7bf6cfb5f9a91d5,train/images/1341_png.rf.ucnqoIRcgECrGjgP8yCj.png,detector_data/defocus_blur/train/images/img_841aa7bf6cfb5f9a91d5.png,detector_data/defocus_blur/train/labels/img_841aa7bf6cfb5f9a91d5.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.1719405610858575, ""motion_angle_deg"": 149.66980867591502, ""motion_length_px"": 7}"
gaussian_blur,train,img_841aa7bf6cfb5f9a91d5,train/images/1341_png.rf.ucnqoIRcgECrGjgP8yCj.png,detector_data/gaussian_blur/train/images/img_841aa7bf6cfb5f9a91d5.png,detector_data/gaussian_blur/train/labels/img_841aa7bf6cfb5f9a91d5.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.1719405610858575, ""motion_angle_deg"": 149.66980867591502, ""motion_length_px"": 7}"
clean,train,img_a6a87ff4c446f9aa33f0,train/images/13454_png.rf.NT6xas0iQDjyVRlwHiQP.png,detector_data/clean/train/images/img_a6a87ff4c446f9aa33f0.png,detector_data/clean/train/labels/img_a6a87ff4c446f9aa33f0.txt,{}
motion_blur,train,img_a6a87ff4c446f9aa33f0,train/images/13454_png.rf.NT6xas0iQDjyVRlwHiQP.png,detector_data/motion_blur/train/images/img_a6a87ff4c446f9aa33f0.png,detector_data/motion_blur/train/labels/img_a6a87ff4c446f9aa33f0.txt,"{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 4.380159805941596, ""motion_angle_deg"": 143.37521641973515, ""motion_length_px"": 13}"
defocus_blur,train,img_a6a87ff4c446f9aa33f0,train/images/13454_png.rf.NT6xas0iQDjyVRlwHiQP.png,detector_data/defocus_blur/train/images/img_a6a87ff4c446f9aa33f0.png,detector_data/defocus_blur/train/labels/img_a6a87ff4c446f9aa33f0.txt,"{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 4.380159805941596, ""motion_angle_deg"": 143.37521641973515, ""motion_length_px"": 13}"
gaussian_blur,train,img_a6a87ff4c446f9aa33f0,train/images/13454_png.rf.NT6xas0iQDjyVRlwHiQP.png,detector_data/gaussian_blur/train/images/img_a6a87ff4c446f9aa33f0.png,detector_data/gaussian_blur/train/labels/img_a6a87ff4c446f9aa33f0.txt,"{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 4.380159805941596, ""motion_angle_deg"": 143.37521641973515, ""motion_length_px"": 13}"
clean,train,img_257bddc73e0a294bcff8,train/images/136-jpg_jpg.rf.vOvji2WUXV6bxfX6OSzv.jpg,detector_data/clean/train/images/img_257bddc73e0a294bcff8.png,detector_data/clean/train/labels/img_257bddc73e0a294bcff8.txt,{}
motion_blur,train,img_257bddc73e0a294bcff8,train/images/136-jpg_jpg.rf.vOvji2WUXV6bxfX6OSzv.jpg,detector_data/motion_blur/train/images/img_257bddc73e0a294bcff8.png,detector_data/motion_blur/train/labels/img_257bddc73e0a294bcff8.txt,"{""defocus_radius_px"": 14, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 90.78040584337015, ""motion_length_px"": 43}"
defocus_blur,train,img_257bddc73e0a294bcff8,train/images/136-jpg_jpg.rf.vOvji2WUXV6bxfX6OSzv.jpg,detector_data/defocus_blur/train/images/img_257bddc73e0a294bcff8.png,detector_data/defocus_blur/train/labels/img_257bddc73e0a294bcff8.txt,"{""defocus_radius_px"": 14, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 90.78040584337015, ""motion_length_px"": 43}"
gaussian_blur,train,img_257bddc73e0a294bcff8,train/images/136-jpg_jpg.rf.vOvji2WUXV6bxfX6OSzv.jpg,detector_data/gaussian_blur/train/images/img_257bddc73e0a294bcff8.png,detector_data/gaussian_blur/train/labels/img_257bddc73e0a294bcff8.txt,"{""defocus_radius_px"": 14, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 90.78040584337015, ""motion_length_px"": 43}"
clean,train,img_1dfc7f22da49163afd81,train/images/137-jpg_jpg.rf.BKYqeM0OmA2LNrrPFsje.jpg,detector_data/clean/train/images/img_1dfc7f22da49163afd81.png,detector_data/clean/train/labels/img_1dfc7f22da49163afd81.txt,{}
motion_blur,train,img_1dfc7f22da49163afd81,train/images/137-jpg_jpg.rf.BKYqeM0OmA2LNrrPFsje.jpg,detector_data/motion_blur/train/images/img_1dfc7f22da49163afd81.png,detector_data/motion_blur/train/labels/img_1dfc7f22da49163afd81.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 177.86213492569877, ""motion_length_px"": 43}"
defocus_blur,train,img_1dfc7f22da49163afd81,train/images/137-jpg_jpg.rf.BKYqeM0OmA2LNrrPFsje.jpg,detector_data/defocus_blur/train/images/img_1dfc7f22da49163afd81.png,detector_data/defocus_blur/train/labels/img_1dfc7f22da49163afd81.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 177.86213492569877, ""motion_length_px"": 43}"
gaussian_blur,train,img_1dfc7f22da49163afd81,train/images/137-jpg_jpg.rf.BKYqeM0OmA2LNrrPFsje.jpg,detector_data/gaussian_blur/train/images/img_1dfc7f22da49163afd81.png,detector_data/gaussian_blur/train/labels/img_1dfc7f22da49163afd81.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 177.86213492569877, ""motion_length_px"": 43}"
clean,train,img_7851919b047bbd25d2a1,train/images/13873_png.rf.cqx4BSlopvHYATN7clDs.png,detector_data/clean/train/images/img_7851919b047bbd25d2a1.png,detector_data/clean/train/labels/img_7851919b047bbd25d2a1.txt,{}
motion_blur,train,img_7851919b047bbd25d2a1,train/images/13873_png.rf.cqx4BSlopvHYATN7clDs.png,detector_data/motion_blur/train/images/img_7851919b047bbd25d2a1.png,detector_data/motion_blur/train/labels/img_7851919b047bbd25d2a1.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.065576386114115, ""motion_angle_deg"": 65.77895735216958, ""motion_length_px"": 21}"
defocus_blur,train,img_7851919b047bbd25d2a1,train/images/13873_png.rf.cqx4BSlopvHYATN7clDs.png,detector_data/defocus_blur/train/images/img_7851919b047bbd25d2a1.png,detector_data/defocus_blur/train/labels/img_7851919b047bbd25d2a1.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.065576386114115, ""motion_angle_deg"": 65.77895735216958, ""motion_length_px"": 21}"
gaussian_blur,train,img_7851919b047bbd25d2a1,train/images/13873_png.rf.cqx4BSlopvHYATN7clDs.png,detector_data/gaussian_blur/train/images/img_7851919b047bbd25d2a1.png,detector_data/gaussian_blur/train/labels/img_7851919b047bbd25d2a1.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.065576386114115, ""motion_angle_deg"": 65.77895735216958, ""motion_length_px"": 21}"
clean,train,img_4baa885c0236b0f4c50d,train/images/13982_png.rf.r71whmwlm1TZxpmziuxe.png,detector_data/clean/train/images/img_4baa885c0236b0f4c50d.png,detector_data/clean/train/labels/img_4baa885c0236b0f4c50d.txt,{}
